article_id,article_publish_date,title,topic_desc,country_desc
718412,12/07/2018,Local Government News: 4 July 2018,"Government, Public Sector",Australia
718416,12/07/2018,Planning & Environment News – 10 July 2018,Real Estate and Construction,Australia
718418,12/07/2018,Biodiversity conservation reforms in NSW – a closer look at biodiversity stewardship agreements,Real Estate and Construction,Australia
718420,12/07/2018,Work Health & Safety News – 10 July 2018,Employment and HR,Australia
718460,12/07/2018,Queensland Government Bulletin – 9 July 2018,"Government, Public Sector",Australia
718348,12/07/2018,The First Bill 148 Cases: Overview Of Key New ESA Decisions,Employment and HR,Canada
718440,12/07/2018,Healthcare News – 9 July 2018,"Food, Drugs, Healthcare, Life Sciences",Australia
718364,12/07/2018,AGLC Announces First 13 Licensed Producers To Supply To Alberta,"Food, Drugs, Healthcare, Life Sciences",Canada
718376,12/07/2018,Can LTD Benefits Frustrate An Employment Contract?,Employment and HR,Canada
716772,12/07/2018,The Latest Development In Yaiguaje V. Chevron Corporation – The Court Of Appeal For Ontario Refuses To Pierce The Corporate Veil,"Litigation, Mediation & Arbitration",Canada
716710,12/07/2018,Recent Changes Affect Parental And Maternity Leave In Atlantic Canada,Employment and HR,Canada
718508,12/07/2018,Sales Tax In The Digital Era: Major Impacts For Retailers In The United States,Tax,Canada
718532,12/07/2018,Court Of Appeal Summaries (July 3 – 6),"Litigation, Mediation & Arbitration",Canada
716994,12/07/2018,Rights Issues – What To Consider If Control May Pass,Corporate/Commercial Law,Australia
718554,12/07/2018,Definition And Dissolution Of A Partnership,Corporate/Commercial Law,Canada
718560,12/07/2018,What Happens To A Partnership&#39;s Assets And Liabilities Upon Dissolution?,Corporate/Commercial Law,Canada
718660,12/07/2018,Will There Be Trademark Trolls In Canada Or Are They Already Here?,Intellectual Property,Canada
718722,12/07/2018,Distracted – Does It Rise To The Level Of Impaired Driving?,"Litigation, Mediation & Arbitration",Canada
718740,12/07/2018,Strategies For The Shadows: Protecting Your Company&#39;s IP Rights On The Dark Web,Intellectual Property,Canada
718834,13/07/2018,Changes to long service leave in Victoria,Employment and HR,Australia
718934,13/07/2018,The Legalization Of Adult-Use Cannabis In Canada,"Food, Drugs, Healthcare, Life Sciences",Canada
718826,13/07/2018,Everyone lies in their job application .... so can I fire them?,Employment and HR,Australia
718836,13/07/2018,Rights of injured workers expanded: knee replacements no longer subject to time limits,Employment and HR,Australia
718946,13/07/2018,Assessing reasonable measures is no childs play: applying section 5B of the Civil Liability Act 2002 (NSW) to allegations of breach,"Litigation, Mediation & Arbitration",Australia
718856,13/07/2018,Communicating With Ontario&#39;s New Government: A Refresher,"Government, Public Sector",Canada
718908,13/07/2018,To Warn Or Not To Warn: An Explanation Of The Duty To Warn And The Reasonable Foreseeability Analysis,"Litigation, Mediation & Arbitration",Canada
718954,13/07/2018,Law Allowing For Benefits Termination At Age 65 Found Unconstitutional,Employment and HR,Canada
718968,13/07/2018,Do You Have Bill 148 Under Control? Don&#39;t Lose Sight Of These Key Provisions,Employment and HR,Canada
718974,13/07/2018,Information Commissioner Releases Quarterly Data Breach Report,Privacy,Australia
716768,13/07/2018,Court Confirms Right To Claim Interim Payment In Exercise Of Dissent Rights,Corporate/Commercial Law,Canada
719066,13/07/2018,Gauging The Impact Of A Canada-U.S. Trade War On Cross-Border M&A,Corporate/Commercial Law,Canada
719146,13/07/2018,The New Gold Rush: Licensing Issues For Retail Cannabis Sales In Alberta,"Food, Drugs, Healthcare, Life Sciences",Canada
718202,13/07/2018,2018 Federal Budget Bill Passes,Employment and HR,Canada
718126,13/07/2018,Court Holds Judicial Review Not Available In Broader Public Sector Compensation Restraint Challenge,"Litigation, Mediation & Arbitration",Canada
719192,13/07/2018,"Ontario Court Upholds Debarment Of Municipal Contractor, Confirms Municipalities&#39; Broad Discretion In Commercial Decision-Making","Government, Public Sector",Canada
719198,13/07/2018,Packaging Prohibitions: A Closer Look At Some Interesting Quirks Of The Packaging Regulations Under The Cannabis Act,"Food, Drugs, Healthcare, Life Sciences",Canada
715146,13/07/2018,The Countdown Is On… Cannabis Legalization Approaches,"Food, Drugs, Healthcare, Life Sciences",Canada
715610,13/07/2018,OPC Announces New Approach To Privacy Protection,Privacy,Canada
719204,13/07/2018,Setting Up Shop In Canada? What U.S. Employers Need To Know About Canadian Employment Law (Video),Employment and HR,Canada
719206,13/07/2018,The Supreme Court Of Canada Limits The Scope Of Judicial Review,"Litigation, Mediation & Arbitration",Canada
719260,16/07/2018,Do not let the time pass you by – Understanding Limitation Periods in Bringing a Claim,"Litigation, Mediation & Arbitration",Australia
719510,16/07/2018,"Motion - Discussing What Matters Superclusters – Episode 2, Part 2 of 2 (Video)",Intellectual Property,Canada
719524,16/07/2018,"Motion - Discussing What Matters Superclusters – Episode 2, Part 1 of 2 (Video)","Food, Drugs, Healthcare, Life Sciences",Canada
719558,16/07/2018,Evaluating Probationary Employees,Employment and HR,Canada
719588,16/07/2018,Case Summary: Du v. Jameson Bank,"Litigation, Mediation & Arbitration",Canada
719662,16/07/2018,Thin Capitalization Rules – A Canadian Tax Lawyer Guide,Tax,Canada
719232,16/07/2018,Kott Gunning Cyber threat register,Privacy,Australia
719208,16/07/2018,Setting Up Shop In Canada? What U.S. Employers Need To Know About Litigating In Canada,Employment and HR,Canada
719210,16/07/2018,"New Smoke-Free Ontario Act, 2017 In Force July 1, 2018: What Employers Should Know",Employment and HR,Canada
717828,16/07/2018,OSC Publishes Statement Of Priorities For 2018-2019,Corporate/Commercial Law,Canada
719392,16/07/2018,"Mary Shuttleworth v Licence Appeal Tribunal, 2018 ONSC 3790","Litigation, Mediation & Arbitration",Canada
719314,16/07/2018,Plaintiffs Permitted To Add Defendants To Foreign Exchange Class Action Based On Information Obtained From Settling Defendants,"Litigation, Mediation & Arbitration",Canada
719274,16/07/2018,Dismissals in the #MeToo Era,Employment and HR,Australia
719332,16/07/2018,Soccer Violence And The Occupiers&#39; Liability Act,"Litigation, Mediation & Arbitration",Canada
719312,16/07/2018,Cannabis – An Industry Based On An Ingredient,"Food, Drugs, Healthcare, Life Sciences",Canada
719386,16/07/2018,"Agricultural Law Netletter - Thursday, June 21, 2018",Real Estate and Construction,Canada
716184,06/07/2018,Webinar | 5 Workplace Policy Areas To Manage Marijuana Risks,Employment and HR,Canada
719404,16/07/2018,"World Cup Of Violence: Are Soccer Clubs And Leagues Liable For ""On Field"" Fisticuffs?","Litigation, Mediation & Arbitration",Canada
719424,16/07/2018,PEI Municipalities: Preparing For Cannabis Legalization,"Food, Drugs, Healthcare, Life Sciences",Canada
719504,16/07/2018,Stop Finding Ambiguity Where There Is None – Ontario Court of Appeal Adds to the Law of Termination Clauses,Employment and HR,Canada
719534,16/07/2018,"A $250,000 Reminder that ""CASL"" is Not Just an Anti-Spam Law",Privacy,Canada
719464,16/07/2018,Ontario Court Of Appeal Reaffirms Principles Of Contractual Interpretation In Upholding A Termination Clause,Employment and HR,Canada
719590,16/07/2018,Inventive Concept Redux: Shire&#39;s ADHD Prodrug Patent Upheld By Federal Court,Intellectual Property,Canada
719550,16/07/2018,"The Supreme Court Rules Pay Equity Legislation Must Allow For Retroactive, Non-Onerous Remedial Avenues For Women",Employment and HR,Canada
719580,16/07/2018,Case Summary: Waissmann v Calgary (City),"Litigation, Mediation & Arbitration",Canada
719406,16/07/2018,"Business Valuations 101 – Redundant Assets: To Be, Or Not To Be?",Employment and HR,Canada
719598,16/07/2018,Case Summary: Rankin (Rankin&#39;s Garage & Sales) v. J.J.,"Litigation, Mediation & Arbitration",Canada
719604,16/07/2018,Case Summary: Gharbi v. Summit Acceptance Corp.,"Litigation, Mediation & Arbitration",Canada
719644,16/07/2018,Duties And Obligations Of Directors: A Brief Overview,Corporate/Commercial Law,Canada
719658,16/07/2018,Challenging CRA Tax Audits – The Reasonable Minimum Standard – Canadian Tax Lawyer Guide,Tax,Canada
719666,16/07/2018,Foreign Tax Credits: Section 126 Of The Income Tax Act — A Canadian Tax Lawyer&#39;s Analysis,Tax,Canada
719702,17/07/2018,Cannabis Producers – The Cannabis Regulations Have Now Been Published,"Food, Drugs, Healthcare, Life Sciences",Canada
719980,17/07/2018,Health Canada Fires Warning Shot,"Food, Drugs, Healthcare, Life Sciences",Canada
719982,17/07/2018,Keeping Your Hands Lien: Don&#39;t Forget A CLP!,Real Estate and Construction,Canada
720074,17/07/2018,Canadian Midwifery and Standards Of Care,"Litigation, Mediation & Arbitration",Canada
720088,17/07/2018,Implementation Of The Final Basel III Reforms In Canada – Request For Comments,Finance and Banking,Canada
719706,17/07/2018,What You Need To Know About Toronto&#39;s New Arts And Culture Property Tax Subclass,Tax,Canada
719714,17/07/2018,The B.C. Court Of Appeal Weighs In On Strata Wind-Ups,Real Estate and Construction,Canada
719724,17/07/2018,Government Releases First Tranche Of Revised CCIV Bill,Finance and Banking,Australia
719832,17/07/2018,Tracking The Rise Of Shareholder Activism Through Withhold Campaigns In North America,Corporate/Commercial Law,Canada
719798,17/07/2018,Trust Tax Planning: Strategic Use Of A Trust&#39;s Tax Loss Carryovers - A Canadian Tax Lawyer&#39;s Analysis,Tax,Canada
719808,17/07/2018,CASE STUDY: Rotfleisch & Samulovitch Successful in Cancelling Tax Trust Exam And Preventing Directors Liability Assessment,Tax,Canada
719950,17/07/2018,No Minimal Impact: Atlantic Canada&#39;s 2018 Minimum Wage Increases,Employment and HR,Canada
719814,17/07/2018,CASE STUDY: Rotfleisch & Samulovitch Successful In Late Objection To Derivative Assessment,Tax,Canada
719914,17/07/2018,Irvin Schein&#39;s Blog: A Commercial Tenant Fails To Pay Rent And Gets Locked Out: Will The Court Let Them Back In?,Real Estate and Construction,Canada
719952,17/07/2018,Extended Parental Leave In Atlantic Canada: What To Expect When Your Employee Is Expecting,Employment and HR,Canada
719978,17/07/2018,Federal Court Upholds Patent Validity And Grants Prohibition Order Against Generic Lisdexamfetamine In Pre-CETA PM(NOC) Application,"Food, Drugs, Healthcare, Life Sciences",Canada
719966,17/07/2018,"Applying Termination Clauses To Employment Agreements With ""Failsafe"" Provisions: Amberber v. IBM Canada Ltd.",Employment and HR,Canada
719986,17/07/2018,Will Your Workplace Drug Policies And Procedures Go Up In Smoke? Recreational Marijuana Becomes Legalized In Canada In October 2018,Employment and HR,Canada
719996,17/07/2018,Private M&A In Canada And The U.K.: 10 Considerations For Dealmakers,Corporate/Commercial Law,Canada
720000,17/07/2018,I Think My Child Suffered A Birth Injury 20 Years Ago. Is It Too Late To Start A Lawsuit?,"Litigation, Mediation & Arbitration",Canada
719594,17/07/2018,Case Summary: Temple Insurance Company V. Sazwan,"Litigation, Mediation & Arbitration",Canada
719910,17/07/2018,Arbitrator Holds That Floater Days Are Not A Greater Right Or Benefit In Light Of New PEL Rules,Employment and HR,Canada
720070,17/07/2018,Music May Help Your Brain Learn to Walk Again,"Food, Drugs, Healthcare, Life Sciences",Canada
720060,17/07/2018,Data Privacy In M&A: New Reporting And Notification Requirements,Corporate/Commercial Law,Canada
718106,17/07/2018,Who Is My Neighbour? SCC Rules On Foreseeability And The Duty Of Care In Tort Law,"Litigation, Mediation & Arbitration",Canada
720076,17/07/2018,Summer Safety Part 5: Children and Sports,"Litigation, Mediation & Arbitration",Canada
720078,17/07/2018,Compassion Fatigue: Five Signs You May Be Burning Out,"Food, Drugs, Healthcare, Life Sciences",Canada
720156,18/07/2018,Nothing Ambiguous About It - Ontario Court Of Appeal Brings Some Clarity To The Interpretation Of Termination Clauses,Employment and HR,Canada
720304,18/07/2018,The Cannabis Frenzy,"Food, Drugs, Healthcare, Life Sciences",Canada
720364,18/07/2018,"Justice Must Not Only Be Done, It Must Be Seen - The LAT&#39;s Mandate To Ensure Both The Existence And The Appearance Of Adjudicative Independence In Their Decision-Making Processes","Litigation, Mediation & Arbitration",Canada
720468,18/07/2018,"2018 Canadian Capital Markets Report: Looking Back, Looking Ahead",Corporate/Commercial Law,Canada
720098,18/07/2018,What happens at settlement when you buy a home – and what can go wrong,Real Estate and Construction,Australia
